"","prediction_date","actual_start","actual_end","week_start","week_end","lag","period","rmse_pred_Basic","rmse_pred_HLAGC","rmse_pred_HLAGOO","rmse_pred_HLAGELEM","rmse_pred_week_means","best_method"
"1",18950,18578,18943,"2021-11-06","2021-11-12",5,7,1.39867851005355,1.37643628224345,1.35235375351398,1.29859162683796,2.12466438396656,"HLAGELEM"
"2",18951,18579,18944,"2021-11-07","2021-11-13",5,7,2.58118252317311,2.77531844830515,3.9946376678898,3.49347935397414,3.25181429426707,"Basic"
"3",18952,18580,18945,"2021-11-08","2021-11-14",5,7,2.25480352520312,2.17622859055951,3.84401634010295,3.23559504820695,3.12465492583389,"HLAGC"
"4",18953,18581,18946,"2021-11-09","2021-11-15",5,7,1.29230839416688,1.18121793800649,1.50695836684313,1.42452799649905,2.30388472121723,"HLAGC"
"5",18954,18582,18947,"2021-11-10","2021-11-16",5,7,0.659671947503653,0.593856494021539,0.968080333559799,0.813327570559936,1.77450326604735,"HLAGC"
"6",18955,18583,18948,"2021-11-11","2021-11-17",5,7,1.22721986362689,1.22252194825512,1.39300733044345,1.30727174427491,2.02184879617155,"HLAGC"
"7",18956,18584,18949,"2021-11-12","2021-11-18",5,7,2.93665082836214,2.99861735394098,2.91942557832404,2.96019555601526,2.67631271334878,"week_means"
"8",18957,18585,18950,"2021-11-13","2021-11-19",5,7,1.65485143934396,1.64238830284622,1.73569006596423,1.68810184375013,1.76604706875563,"HLAGC"
"9",18958,18586,18951,"2021-11-14","2021-11-20",5,7,2.56189213475613,2.50791673097358,2.83863027193412,2.55473736202507,2.72565611653645,"HLAGC"
"10",18959,18587,18952,"2021-11-15","2021-11-21",5,7,2.53309948081113,2.38310426377551,2.71668313829042,2.41475227880252,2.67548183840616,"HLAGC"
"11",18960,18588,18953,"2021-11-16","2021-11-22",5,7,0.969162330946427,0.866207550992044,1.13531533978235,1.05037854680628,1.5564331900684,"HLAGC"
"12",18961,18589,18954,"2021-11-17","2021-11-23",5,7,0.841681064482631,0.803380533473098,1.2049515534376,1.01286317649707,1.60579945436971,"HLAGC"
