"","prediction_date","actual_start","actual_end","week_start","week_end","lag","period","rmse_pred_Basic","rmse_pred_HLAGC","rmse_pred_HLAGOO","rmse_pred_HLAGELEM","rmse_pred_week_means","best_method"
"1",18907,18535,18900,"2021-09-24","2021-09-30",5,7,0.545638945520029,0.513232823345509,0.821855025149247,0.697367413262332,0.415924186439152,"week_means"
"2",18908,18536,18901,"2021-09-25","2021-10-01",5,7,0.555750981810418,0.544009175352132,0.790110576842887,0.680560214407636,0.492523814382615,"week_means"
"3",18909,18537,18902,"2021-09-26","2021-10-02",5,7,1.12667304147027,1.13111908659717,1.24378157281096,1.18823085785142,0.951136277651685,"week_means"
"4",18910,18538,18903,"2021-09-27","2021-10-03",5,7,1.11821128901779,1.12308740968582,1.2477458150855,1.20087614277827,1.02208033920137,"week_means"
"5",18911,18539,18904,"2021-09-28","2021-10-04",5,7,0.684843900565009,0.685876758203228,0.7977031198963,0.756564994032555,0.732646777873476,"Basic"
"6",18912,18540,18905,"2021-09-29","2021-10-05",5,7,0.600099885960102,0.582738514727066,0.778045063196195,0.699770295355813,0.567393021208475,"week_means"
"7",18913,18541,18906,"2021-09-30","2021-10-06",5,7,0.611274100026537,0.583779715757818,0.787645287588657,0.687586914295901,0.456000368005786,"week_means"
"8",18914,18542,18907,"2021-10-01","2021-10-07",5,7,0.505521550305805,0.478797158317379,0.749841092112332,0.608856867608256,0.411921212489557,"week_means"
"9",18915,18543,18908,"2021-10-02","2021-10-08",5,7,0.503359173600646,0.491113873241737,0.708120019625427,0.60840433267254,0.408968971852301,"week_means"
"10",18916,18544,18909,"2021-10-03","2021-10-09",5,7,1.10239657251373,1.09859967791225,1.25069866769922,1.19489977459739,0.949058539316624,"week_means"
"11",18917,18545,18910,"2021-10-04","2021-10-10",5,7,1.15378580927683,1.13918831274158,1.29347069615935,1.24862047166965,1.07967937118995,"week_means"
