"","prediction_date","actual_start","actual_end","week_start","week_end","lag","period","rmse_pred_Basic","rmse_pred_HLAGC","rmse_pred_HLAGOO","rmse_pred_HLAGELEM","rmse_pred_week_means","best_method"
<<<<<<< HEAD
"1",18907,18535,18900,18894,18900,10,7,0.449334979640425,0.466422487284338,0.800640666978819,0.655355410577849,0.415924186439152,"week_means"
"2",18908,18536,18901,18895,18901,10,7,0.52260535322489,0.468346839958374,0.763295517139959,0.655527114383225,0.492523814382615,"HLAGC"
"3",18909,18537,18902,18896,18902,10,7,0.637607291300782,0.781030708020906,1.23586843182484,0.801558795142515,0.951136277651685,"Basic"
"4",18910,18538,18903,18897,18903,10,7,0.602995169519099,0.735704884997118,1.2407414855064,0.784896939887716,1.02208033920137,"Basic"
"5",18911,18539,18904,18898,18904,10,7,0.563599595495691,0.545308082807031,0.79331604287408,0.697818916729468,0.732646777873476,"HLAGC"
"6",18912,18540,18905,18899,18905,10,7,0.546348716001967,0.488161458136034,0.761402332035519,0.652229808484969,0.567393021208475,"HLAGC"
"7",18913,18541,18906,18900,18906,10,7,0.509944909886897,0.466303529223679,0.779553326159834,0.64672246167955,0.456000368005786,"week_means"
"8",18914,18542,18907,18901,18907,10,7,0.409193942477869,0.349578127147048,0.721729658308883,0.548160791902571,0.411921212489557,"HLAGC"
"9",18915,18543,18908,18902,18908,10,7,0.459635842155798,0.383414053294078,0.689519632138989,0.571899086505686,0.408968971852301,"HLAGC"
"10",18916,18544,18909,18903,18909,10,7,0.662486299915577,0.699519158391678,1.24267980546616,0.779804176108185,0.949058539316624,"Basic"
"11",18917,18545,18910,18904,18910,10,7,0.717328052670176,0.732318066187785,1.28822170181245,0.832290582090752,1.07967937118995,"Basic"
"12",18918,18546,18911,18905,18911,10,7,0.577090717659579,0.56127631158574,0.843837030712865,0.734272685522131,0.759282964519907,"HLAGC"
"13",18919,18547,18912,18906,18912,10,7,0.536866061289939,0.432274328331762,0.762720860064885,0.640636711933682,0.49618125672698,"HLAGC"
"14",18920,18548,18913,18907,18913,10,7,0.957887583095666,0.898918156851436,1.07315063304959,1.01216607377516,0.886043703041059,"week_means"
"15",18921,18549,18914,18908,18914,10,7,0.447822153942938,0.397340592419066,0.734378611789654,0.586409449023242,0.447847152376185,"HLAGC"
"16",18922,18550,18915,18909,18915,10,7,1.30182113391158,1.26072335208956,1.37828885717507,1.3370746126779,1.2850938588565,"HLAGC"
"17",18923,18551,18916,18910,18916,10,7,4.5496985904066,4.44790630876921,4.47813836014174,4.43112099556247,4.71912132830944,"HLAGELEM"
"18",18924,18552,18917,18911,18917,10,7,4.24202878823473,4.12702611493254,4.23873127087845,4.1631886750422,4.49170856887504,"HLAGC"
"19",18925,18553,18918,18912,18918,10,7,1.66081508278421,1.58451019109474,1.77844726456118,1.73157458271313,1.42329472500767,"week_means"
"20",18926,18554,18919,18913,18919,10,7,1.55287098264336,1.56529360128402,1.5843235113349,1.61338934674179,1.66114585822062,"Basic"
"21",18927,18555,18920,18914,18920,10,7,1.23797203197811,1.22979428438968,1.40224873930198,1.26159950354844,1.30643050329538,"HLAGC"
"22",18928,18556,18921,18915,18921,10,7,1.93624768515723,1.87569686596921,1.89089095659925,1.92668430565689,1.93373571480673,"HLAGC"
"23",18929,18557,18922,18916,18922,10,7,1.1876967710621,1.10256857015135,1.3080942919463,1.27340532654977,1.07113664589934,"week_means"
"24",18930,18558,18923,18917,18923,10,7,2.75118387479142,2.67190666428689,3.31951460459499,2.88995823769969,3.98386817423669,"HLAGC"
"25",18931,18559,18924,18918,18924,10,7,2.46391797733375,2.58799068595866,3.3259513857159,2.85986110530328,3.33946434983238,"Basic"
=======
"1",18907,18535,18900,"2021-09-24","2021-09-30",10,7,0.449334979640425,0.466422487284338,0.80064066697882,0.655355410577849,0.415924186439152,"week_means"
"2",18908,18536,18901,"2021-09-25","2021-10-01",10,7,0.522605353224891,0.468346839958374,0.763295517139959,0.655527114383226,0.492523814382615,"HLAGC"
"3",18909,18537,18902,"2021-09-26","2021-10-02",10,7,0.637607291300781,0.781030708020904,1.23586843182484,0.801558795142515,0.951136277651685,"Basic"
"4",18910,18538,18903,"2021-09-27","2021-10-03",10,7,0.602995169519099,0.735704884997118,1.2407414855064,0.784896939887717,1.02208033920137,"Basic"
"5",18911,18539,18904,"2021-09-28","2021-10-04",10,7,0.563599595495691,0.54530808280703,0.793316042874079,0.697818916729468,0.732646777873476,"HLAGC"
"6",18912,18540,18905,"2021-09-29","2021-10-05",10,7,0.546348716001967,0.488161458136034,0.761402332035519,0.652229808484969,0.567393021208475,"HLAGC"
"7",18913,18541,18906,"2021-09-30","2021-10-06",10,7,0.509944909886897,0.466303529223679,0.779553326159834,0.64672246167955,0.456000368005786,"week_means"
"8",18914,18542,18907,"2021-10-01","2021-10-07",10,7,0.40919394247787,0.349578127147048,0.721729658308883,0.548160791902572,0.411921212489557,"HLAGC"
