"","prediction_date","actual_start","actual_end","week_start","week_end","lag","period","rmse_pred_Basic","rmse_pred_HLAGC","rmse_pred_HLAGOO","rmse_pred_HLAGELEM","rmse_pred_week_means","best_method"
"9",18915,18543,18908,"2021-10-02","2021-10-08",10,7,0.459635842155798,0.383414053294077,0.689519632138989,0.571899086505686,0.408968971852301,"HLAGC"
"10",18916,18544,18909,"2021-10-03","2021-10-09",10,7,0.662486299915577,0.699519158391679,1.24267980546616,0.779804176108185,0.949058539316624,"Basic"
"11",18917,18545,18910,"2021-10-04","2021-10-10",10,7,0.717328052670176,0.732318066187787,1.28822170181245,0.832290582090753,1.07967937118995,"Basic"
"12",18918,18546,18911,"2021-10-05","2021-10-11",10,7,0.57709071765958,0.56127631158574,0.843837030712865,0.734272685522131,0.759282964519907,"HLAGC"
"13",18919,18547,18912,"2021-10-06","2021-10-12",10,7,0.536866061289939,0.432274328331763,0.762720860064886,0.640636711933681,0.49618125672698,"HLAGC"
"14",18920,18548,18913,"2021-10-07","2021-10-13",10,7,0.957887583095666,0.898918156851436,1.07315063304959,1.01216607377516,0.886043703041059,"week_means"
"15",18921,18549,18914,"2021-10-08","2021-10-14",10,7,0.447822153942938,0.397340592419064,0.734378611789654,0.586409449023243,0.447847152376185,"HLAGC"
"16",18922,18550,18915,"2021-10-09","2021-10-15",10,7,1.30182113391158,1.26072335208956,1.37828885717507,1.3370746126779,1.2850938588565,"HLAGC"
"17",18923,18551,18916,"2021-10-10","2021-10-16",10,7,4.5496985904066,4.44790630876921,4.47813836014174,4.43112099556247,4.71912132830944,"HLAGELEM"
"18",18924,18552,18917,"2021-10-11","2021-10-17",10,7,4.24202878823473,4.12702611493254,4.23873127087845,4.1631886750422,4.49170856887504,"HLAGC"
"19",18925,18553,18918,"2021-10-12","2021-10-18",10,7,1.6608150827842,1.58451019109474,1.77844726456118,1.73157458271313,1.42329472500767,"week_means"
"20",18926,18554,18919,"2021-10-13","2021-10-19",10,7,1.55287098264336,1.56529360128402,1.5843235113349,1.61338934674179,1.66114585822062,"Basic"
"21",18927,18555,18920,"2021-10-14","2021-10-20",10,7,1.23797203197811,1.22979428438968,1.40224873930198,1.26159950354844,1.30643050329538,"HLAGC"
"22",18928,18556,18921,"2021-10-15","2021-10-21",10,7,1.93624768515723,1.87569686596921,1.89089095659925,1.92668430565689,1.93373571480673,"HLAGC"
"23",18929,18557,18922,"2021-10-16","2021-10-22",10,7,1.1876967710621,1.10256857015135,1.30809429194629,1.27340532654977,1.07113664589934,"week_means"
"24",18930,18558,18923,"2021-10-17","2021-10-23",10,7,2.75118387479142,2.67190666428689,3.31951460459499,2.88995823769969,3.98386817423669,"HLAGC"
"25",18931,18559,18924,"2021-10-18","2021-10-24",10,7,2.46391797733375,2.58799068595866,3.3259513857159,2.85986110530328,3.33946434983238,"Basic"
>>>>>>> 4b4fe06f75ca899f6d313abf19ff9f1a43f48d98
