"date","state","actual","pred_Basic","pred_HLAGC","pred_HLAGOO","pred_HLAGELEM","pred_week_means","week_start","week_end","diff_pred_Basic","diff_pred_HLAGC","diff_pred_HLAGOO","diff_pred_HLAGELEM","diff_pred_week_means"
2021-10-22,"AK",6.72743172485086,6.06548924556546,6.16229399129815,5.4713015356899,5.75967500162257,6.76934958677269,2021-10-09,2021-10-15,0.438167845882497,0.319380657885089,1.57786305212154,0.936553075353559,0.00175710714809758
2021-10-22,"AL",6.89162589705225,7.21655203247533,6.88136189004811,7.10639033157,7.13948789172421,6.75777961253978,2021-10-09,2021-10-15,0.105576993480977,0.000105349839781103,0.0461237623337291,0.0614355684027606,0.017914827877793
2021-10-22,"AR",6.43454651878745,6.89453847801436,6.38990661070198,6.65223975229964,6.7443907210179,6.38549903701679,2021-10-09,2021-10-15,0.211592602553415,0.00199272139387882,0.0473903439169916,0.096003429655823,0.00240565546804328
2021-10-22,"AS",0,0.0111884422280575,0.0111884422280575,0.0111884422280575,0.0111884422280575,0,2021-10-09,2021-10-15,0.00012518123949058,0.00012518123949058,0.00012518123949058,0.00012518123949058,0
2021-10-22,"AZ",8.03106018024062,7.28132123421737,7.37812744034013,7.51194478901815,7.4524432988297,7.69345938911784,2021-10-09,2021-10-15,0.562108487184051,0.426321162833961,0.269480789404057,0.334797495453698,0.113974294166727
2021-10-22,"CA",8.71505995954565,8.26585170462808,7.69404162935228,8.46211393848519,8.0588472671293,6.28244789418293,2021-10-09,2021-10-15,0.201788056286092,1.04247843059085,0.0639816895703203,0.430615097688313,5.91760146054828
2021-10-22,"CO",7.95892649305011,7.73722716644628,7.67779756547553,7.30804283823939,7.42204276526232,7.65441048755594,2021-10-09,2021-10-15,0.0491505914165934,0.0790334739192332,0.423649532099761,0.288244137163309,0.0927299976021254
2021-10-22,"CT",6.11809719804135,5.79907084173996,6.1231047209182,5.77574859547529,6.08604395520982,6.0210752891982,2021-10-09,2021-10-15,0.101777816014943,2.50752853621608e-05,0.117202565678934,0.00102741037601677,0.00941325079556848
2021-10-22,"DC",4.74493212836325,4.6850635236914,4.65107614196104,4.68636046682967,4.64597450996225,4.59382635525889,2021-10-09,2021-10-15,0.00358424982535375,0.00880894618353136,0.00343063953480473,0.00979261023959796,0.0228329546654664
2021-10-22,"DE",5.99396142730657,5.62831976649237,5.75057764856711,5.59028996489391,5.55179473426963,5.90794690338162,2021-10-09,2021-10-15,0.133693824122966,0.0592356637535007,0.162950649566377,0.195511384431226,0.00739849832603582
2021-10-22,"FL",7.96067260838812,8.89203657562912,8.40879868289346,8.84170639923851,8.88695083092493,7.90783011290751,2021-10-09,2021-10-15,0.867438839474889,0.200816978651564,0.776220540620217,0.857991345545957,0.00279232932861833
2021-10-22,"FSM",0,0.00600994665225386,0.00600994665225386,0.00600994665225386,0.00600994665225386,0,2021-10-09,2021-10-15,3.61194587629374e-05,3.61194587629374e-05,3.61194587629374e-05,3.61194587629374e-05,0
2021-10-22,"GA",7.3375877435386,7.87241736464839,7.6759104451214,7.92760957243601,7.91957776237835,7.52721702723396,2021-10-09,2021-10-15,0.286042723616444,0.114462250406288,0.348125758575441,0.338712382029096,0.0359592652348155
2021-10-22,"GU",3.61091791264422,3.74343134706382,3.59251803729195,2.48761212622866,3.44596079888707,4.58714509654571,2021-10-09,2021-10-15,0.017559810301679,0.000338555412979165,1.26181588979469,0.0272108493790897,0.953019514588233
2021-10-22,"HI",4.77912349311153,5.24678780920883,5.20520109022748,4.86880361355475,5.28700710915624,4.85154399819443,2021-10-09,2021-10-15,0.218709912550757,0.181542118764102,0.00804252400271033,0.257945767446647,0.00524472955646236
2021-10-22,"IA",7.10824413973154,6.90067956279896,6.91738527298958,6.56486913980602,6.59944563131835,6.87208975883337,2021-10-09,2021-10-15,0.0430830535972022,0.0364271070140244,0.295256390544057,0.258875922163486,0.0557688916173979
2021-10-22,"ID",7.3004728142678,7.11051135867643,6.94989297671692,5.96912652419312,6.41182804799681,6.89607522477446,2021-10-09,2021-10-15,0.0360853546103921,0.122906222497204,1.7724829440956,0.789689520620819,0.163537410388024
2021-10-22,"IL",7.99631723179675,8.3877854742,8.10617353901261,7.9454306240473,8.01899475840709,7.7027406191301,2021-10-09,2021-10-15,0.15324738481029,0.0120684082351059,0.00258944684824648,0.000514270213162883,0.0861872275048241
2021-10-22,"IN",7.54168309988211,7.88969937004529,7.76549998968738,7.52297103462593,7.6019497743486,7.56552432160909,2021-10-09,2021-10-15,0.12111532429829,0.0500940001621062,0.0003501413861514,0.00363207205125011,0.00056840385343506
2021-10-22,"KS",6.85435450225502,6.79404044010122,6.31204220719447,5.06910217045551,6.49787594063548,6.65525745158749,2021-10-09,2021-10-15,0.00363778609349206,0.294102625373836,3.18712588819558,0.127076964894336,0.0396396355845089
2021-10-22,"KY",7.15539630189673,7.34828882277391,7.37740097179991,7.21864462876918,7.28526356452332,7.42996377376086,2021-10-09,2021-10-15,0.0372075246103517,0.0492860734588208,0.00400035085216425,0.0168655059021234,0.0753872966058595
2021-10-22,"LA",6.52502965784346,6.80579890974136,6.39343353820299,6.42090695325212,6.90690004962803,6.42649994845933,2021-10-09,2021-10-15,0.078831372811305,0.0173175387044287,0.0108415376114144,0.1458249961217,0.00970810363132098
2021-10-22,"MA",7.28276117960559,7.33008623062212,7.16760439657209,7.2039687945269,7.14029807440864,7.22700583309872,2021-10-09,2021-10-15,0.00223966045371695,0.013261084678624,0.00620823994638854,0.0202957363423585,0.00310865866410113
