"","prediction_date","actual_start","actual_end","week_start","week_end","lag","period","rmse_pred_Basic","rmse_pred_HLAGC","rmse_pred_HLAGOO","rmse_pred_HLAGELEM","rmse_pred_week_means","best_method"
"1",18918,18546,18911,"2021-10-05","2021-10-11",5,7,0.726272782329625,0.721246573429141,0.846495577903958,0.816784875288854,0.759282964519907,"HLAGC"
"2",18919,18547,18912,"2021-10-06","2021-10-12",5,7,0.588171367466583,0.51566910055998,0.776223386370477,0.696079413221256,0.49618125672698,"week_means"
"3",18920,18548,18913,"2021-10-07","2021-10-13",5,7,0.992366538357441,0.924728440998991,1.07674257566524,1.04249044792579,0.886043703041059,"week_means"
"4",18921,18549,18914,"2021-10-08","2021-10-14",5,7,0.553127580384747,0.461132531673454,0.749953252162812,0.644485959566388,0.447847152376185,"week_means"
"5",18922,18550,18915,"2021-10-09","2021-10-15",5,7,1.31582529913403,1.27709816153554,1.37977754927858,1.35140866179662,1.2850938588565,"HLAGC"
"6",18923,18551,18916,"2021-10-10","2021-10-16",5,7,4.5371897639132,4.47069625527523,4.4771222912887,4.49610489179195,4.71912132830944,"HLAGC"
"7",18924,18552,18917,"2021-10-11","2021-10-17",5,7,4.25445576602436,4.19447128888525,4.24288170063991,4.27258029467817,4.49170856887504,"HLAGC"
"8",18925,18553,18918,"2021-10-12","2021-10-18",5,7,1.63622165385139,1.55735886124324,1.78251350174991,1.72179216491572,1.42329472500767,"week_means"
"9",18926,18554,18919,"2021-10-13","2021-10-19",5,7,1.59117486538356,1.55650898944802,1.57092515554224,1.60457413041447,1.66114585822062,"HLAGC"
"10",18927,18555,18920,"2021-10-14","2021-10-20",5,7,1.28747488654454,1.24160676223877,1.41905217101906,1.28982619366324,1.30643050329538,"HLAGC"
"11",18928,18556,18921,"2021-10-15","2021-10-21",5,7,1.91315714582961,1.86993388761024,1.88001559804442,1.91753957926619,1.93373571480673,"HLAGC"
"12",18929,18557,18922,"2021-10-16","2021-10-22",5,7,1.32007922575646,1.16379256847279,1.29785686790725,1.33846905329345,1.07113664589934,"week_means"
"13",18930,18558,18923,"2021-10-17","2021-10-23",5,7,3.05790955934936,2.69051628889388,3.366370904289,3.02194539459283,3.98386817423669,"HLAGC"
"14",18931,18559,18924,"2021-10-18","2021-10-24",5,7,2.77956548407233,2.78710848603231,3.37251927086208,3.00552920272588,3.33946434983238,"Basic"
"15",18932,18560,18925,"2021-10-19","2021-10-25",5,7,1.78710088519877,1.5343154054674,1.31646396700351,1.1929721991331,1.94678504600192,"HLAGELEM"
"16",18933,18561,18926,"2021-10-20","2021-10-26",5,7,1.4041176265373,1.26484340250231,1.3021368075681,1.18683780730169,1.62139851713868,"HLAGELEM"
"17",18934,18562,18927,"2021-10-21","2021-10-27",5,7,1.09816979176619,0.776988106141051,0.841913986506545,0.730773029335741,1.5825895228863,"HLAGELEM"
"18",18935,18563,18928,"2021-10-22","2021-10-28",5,7,1.79828772352061,1.501936853724,1.32441399281411,1.53524854241827,1.77835917885036,"HLAGOO"
"19",18936,18564,18929,"2021-10-23","2021-10-29",5,7,1.04352599550543,0.943825590849558,1.11607618865642,1.05823143414148,1.81507777354118,"HLAGC"
"20",18937,18565,18930,"2021-10-24","2021-10-30",5,7,2.8184037852482,2.58347135382878,3.74836690743419,3.20648115310223,3.29491809121458,"HLAGC"
