"","prediction_date","actual_start","actual_end","week_start","week_end","lag","period","rmse_pred_Basic","rmse_pred_HLAGC","rmse_pred_HLAGOO","rmse_pred_HLAGELEM","rmse_pred_week_means","best_method"
"1",18922,18550,18915,18909,18915,20,7,1.29744061792477,1.26046332417981,1.39006137818062,1.33938499327426,1.2850938588565,"HLAGC"
"2",18923,18551,18916,18910,18916,20,7,4.583914560759,4.45859003986936,4.4669685631406,4.41372157446273,4.71912132830944,"HLAGELEM"
"3",18924,18552,18917,18911,18917,20,7,4.28623020288121,4.13218136483043,4.21876304106991,4.12512356761423,4.49170856887504,"HLAGELEM"
"4",18925,18553,18918,18912,18918,20,7,1.63783410647377,1.58094428835766,1.77956249205884,1.74124548070232,1.42329472500767,"week_means"
"5",18926,18554,18919,18913,18919,20,7,1.57167954213262,1.56212660148891,1.59775192110768,1.61580627086028,1.66114585822062,"HLAGC"
"6",18927,18555,18920,18914,18920,20,7,1.23768361238762,1.22852509635429,1.3796458315629,1.26584380953158,1.30643050329538,"HLAGC"
"7",18928,18556,18921,18915,18921,20,7,1.94230518575306,1.87411907301612,1.90281703863295,1.92152013640799,1.93373571480673,"HLAGC"
"8",18929,18557,18922,18916,18922,20,7,1.14510378002488,1.07488091031817,1.26727388555251,1.23117488830942,1.07113664589934,"week_means"
"9",18930,18558,18923,18917,18923,20,7,3.01506374349258,2.87071437261498,3.39924938588864,3.03820467258892,3.98386817423669,"HLAGC"
"10",18931,18559,18924,18918,18924,20,7,2.56566865002165,2.55635392880684,3.36932328467925,2.9048378412802,3.33946434983238,"HLAGC"
