"date","state","actual","pred_Basic","pred_HLAGC","pred_HLAGOO","pred_HLAGELEM","pred_week_means","week_start","week_end","diff_pred_Basic","diff_pred_HLAGC","diff_pred_HLAGOO","diff_pred_HLAGELEM","diff_pred_week_means"
2021-11-17,"AK",6.08221891037645,5.17589722991258,5.52667157754102,5.32134669079616,5.37997329494889,4.63605714699219,"2021-11-04","2021-11-10",0.82141898847886,0.308632839020559,0.578926534529034,0.493148904387238,2.09138384587467
2021-11-17,"AL",6.41673228251233,6.47227069183497,6.40703545841555,6.93715359902513,6.73447516880235,6.21969919232418,"2021-11-04","2021-11-10",0.00308451491008912,9.40283975639809e-05,0.270838346680918,0.100960541787915,0.0388220386290915
2021-11-17,"AR",6.7202201551353,5.813101905224,5.77718703314129,6.36424427992837,6.01620511069564,5.99845710723924,"2021-11-04","2021-11-10",0.822863519322143,0.889311469177768,0.126718823729336,0.495637182797375,0.52094189730821
2021-11-17,"AS",0,0.00880347321426024,0.00880347321426024,0.00880347321426024,0.00880347321426024,0,"2021-11-04","2021-11-10",7.75011406341975e-05,7.75011406341975e-05,7.75011406341975e-05,7.75011406341975e-05,0
2021-11-17,"AZ",8.14902386805177,7.29753822460409,7.05661937289339,7.40323241261128,7.18202786939878,8.12308817637809,"2021-11-04","2021-11-10",0.725027800997512,1.19334758104223,0.556204895008046,0.935081261410899,0.000672660102592225
2021-11-17,"CA",8.27205962221041,7.62722052763296,7.60057504884164,8.00127482746334,7.70627912458204,6.35966679461232,"2021-11-04","2021-11-10",0.415817457895463,0.450891532272241,0.0733244050662142,0.320107571496603,3.65724632704862
2021-11-17,"CO",8.33014046024638,7.45988387314192,7.503267184639,7.26610174946044,7.35210819557578,8.07141628624971,"2021-11-04","2021-11-10",0.75734652739871,0.683719413913679,1.13217837805101,0.956547110736706,0.0669381982102594
2021-11-17,"CT",6.73221070646721,5.83497692926925,5.46273518693903,5.59175525225632,6.07963508461005,4.38640573176998,"2021-11-04","2021-11-10",0.805028450944911,1.61156809468133,1.30063864303936,0.425854942242265,5.50280097931428
2021-11-17,"DC",4.46590811865458,3.93166233860954,3.87496528804629,4.47130069349701,4.33250806826403,3.24576624725987,"2021-11-04","2021-11-10",0.285418553495936,0.349213429047336,2.90798634312586e-05,0.0177955734442007,1.48874618633059
2021-11-17,"DE",5.90263333340137,5.40776620853931,5.21903726735601,5.49447480321774,5.50570819748,5.39512817137037,"2021-11-04","2021-11-10",0.244893471269244,0.467303581512687,0.166593385761665,0.157549563526199,0.257561489488112
2021-11-17,"FL",7.64060382639363,8.16816668016578,7.84373886115341,8.54313577395657,8.40217301310802,7.20680783243305,"2021-11-04","2021-11-10",0.278322564680216,0.0412638423468579,0.814563916371753,0.579987626152811,0.188178964376247
2021-11-17,"FSM",0,0.00576022587722946,0.00576022587722946,0.00576022587722946,0.00576022587722946,0,"2021-11-04","2021-11-10",3.31802021567039e-05,3.31802021567039e-05,3.31802021567039e-05,3.31802021567039e-05,0
2021-11-17,"GA",7.08757370555797,6.68948837377773,6.75589794697692,7.49043470078778,7.16949289592412,4.16259137328689,"2021-11-04","2021-11-10",0.158471931378581,0.110008808830312,0.162296981477552,0.00671075375024516,8.55552164409797
2021-11-17,"GU",3.25809653802148,3.33097100826076,3.62066527482517,2.58919792561804,3.133276689661,3.76627516765534,"2021-11-04","2021-11-10",0.00531068841265617,0.131456088907424,0.447425353675253,0.0155799945447326,0.258245519616548
2021-11-17,"HI",4.89783979995091,4.60928978840738,4.54729375948903,4.74949629019894,4.77140234469676,4.64463717589474,"2021-11-04","2021-11-10",0.0832611091617705,0.122882526483502,0.0220057968855331,0.0159864300911461,0.0641115688289303
2021-11-17,"IA",7.13009851012558,5.6443057422253,5.71543798278348,6.21621482449202,5.99106372161716,4.36515846691656,"2021-11-04","2021-11-10",2.20758014914478,2.00126440761983,0.835183390867189,1.29740024943242,7.6448934425407
2021-11-17,"ID",6.47850964220857,6.2498919606702,6.51684973787092,5.86457347010248,6.1845663024029,5.5733889332578,"2021-11-04","2021-11-10",0.0522660443119773,0.00146996293539787,0.376917623420283,0.0864026870161086,0.819243497771543
2021-11-17,"IL",8.51519118874556,7.18078176280001,7.36243165982865,7.61804476056789,7.47061499914824,5.92756566292345,"2021-11-04","2021-11-10",1.78064851605232,1.32885453150873,0.804871713591942,1.09113941587365,6.69580586188615
2021-11-17,"IN",8.13534694890671,6.71624123408036,6.92859038664615,7.2108543400977,7.02769169601951,5.62456022557531,"2021-11-04","2021-11-10",2.01386102985281,1.45626140055893,0.854686583742498,1.22690015924862,6.30404997005723
2021-11-17,"KS",8.0381891799732,6.076073111345,5.98046940366698,5.07061872911101,6.51892426583563,4.17051616835745,"2021-11-04","2021-11-10",3.84989946676897,4.23421067780173,8.8064743808304,2.30816587932944,14.9588945247808
2021-11-17,"KY",7.61283103040736,6.85373698390065,6.80907469260449,7.0231557761137,6.90552986536942,6.98503198013083,"2021-11-04","2021-11-10",0.576223771441933,0.646024250558287,0.347716905526292,0.500274938064032,0.394131647528113
2021-11-17,"LA",6.4393503711001,6.14305292661652,5.40095865683328,6.08925388095516,6.38557853914006,4.54131506253107,"2021-11-04","2021-11-10",0.0877921756075016,1.078257352258,0.122567552411804,0.00289140991233904,3.60253803257473
2021-11-17,"MA",8.00302866638473,6.64530787898639,6.81885784876535,6.94140876574219,6.85250674722173,5.46215250203395,"2021-11-04","2021-11-10",1.84340573653356,1.40226052530135,1.12703681344027,1.32370068647451,6.45605168256593
